id,title,description,price,availability,condition,brand,product_type,google_product_category,image_link,link,gtin,mpn,age_group,gender,size,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
3363c57d-097b-457c-a6bd-a9a536af96e3,"بازيلاء خضراء مقرمشة بالملح - 1 kg","استمتع بقرمشة صحية مع بازيلاء خضراء مقرمشة بالملح. تُحمص حبات البازيلاء الفاخرة بعناية حتى تصل إلى درجة المقرمشة المثالية، ثم تُتبل بخفة بملح البحر النقي لإبراز نكهتها الحلوة والطبيعية. تقدم هذه الوجبة الخفيفة قرمشة مرضية مع نهاية مالحة نظيفة—مثالية للتناول أثناء التنقل، أو لإضافة قوام إلى السلطات، أو للتقديم مع الصلصات المفضّلة لديك.",29.95 AED,in stock,new,"المحامص الخضراء","مكسرات وفواكه مجففة",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636322/greenroasteries/products/products/GR-PS.webp,https://thegreenroasteries.com/product/crispy-salted-green-peas,GP-SNK-1KG,GP-SNK-1KG,adult,unisex,"1 kg","Arabic Coffee","مكسرات وفواكه مجففة","","","UAE"
8196ec5d-1a05-4a4f-a776-0be4fd1719ad,"خلطـــة الذيـــد - 1 kg - هيل - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",233.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636374/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_8196ec5d-1a05-4a4f-a776-0be4fd1719ad.webp,https://thegreenroasteries.com/product/al-dhaid-blend,AL -1KG-G-B,AL -1KG-G-B,adult,unisex,"1 kg","Arabic Coffee","القهوة العربية","هيل","حبوب مطحونة","UAE"
b4cf67ff-58f3-4f84-a290-6b60e2a934bd,"خلطـــة الذيـــد - 500 g - هيل و زعفران - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",136.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636376/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_b4cf67ff-58f3-4f84-a290-6b60e2a934bd.webp,https://thegreenroasteries.com/product/al-dhaid-blend,SF-CA-500G-T-B,SF-CA-500G-T-B,adult,unisex,"500 g","Arabic Coffee","القهوة العربية","هيل و زعفران","حبوب مطحونة","UAE"
1627fd74-82b6-4204-b4de-988f47fda0ff,"خلطـــة الذيـــد - 500 g - هيل - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",121.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636378/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_1627fd74-82b6-4204-b4de-988f47fda0ff.webp,https://thegreenroasteries.com/product/al-dhaid-blend,AL -500G-G-B,AL -500G-G-B,adult,unisex,"500 g","Arabic Coffee","القهوة العربية","هيل","حبوب مطحونة","UAE"
14edd3a6-a060-4fbc-b110-140270d655d7,"خلطـــة الذيـــد - 1 kg - هيل و زعفران - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",245.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636379/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_14edd3a6-a060-4fbc-b110-140270d655d7.webp,https://thegreenroasteries.com/product/al-dhaid-blend,SF-CA-1KG-G-B,SF-CA-1KG-G-B,adult,unisex,"1 kg","Arabic Coffee","القهوة العربية","هيل و زعفران","حبوب كاملة","UAE"
fdcd04f5-e410-44da-b806-4971a37ce213,"خلطـــة الذيـــد - 1 kg - زعفران - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",236.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636386/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_fdcd04f5-e410-44da-b806-4971a37ce213.webp,https://thegreenroasteries.com/product/al-dhaid-blend,SF-1KG-G-B,SF-1KG-G-B,adult,unisex,"1 kg","Arabic Coffee","القهوة العربية","زعفران","حبوب مطحونة","UAE"
1fc4bffc-31df-4056-b16d-8923855919c5,"خلطـــة الذيـــد - 500 g - زعفران - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",130.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636396/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_1fc4bffc-31df-4056-b16d-8923855919c5.webp,https://thegreenroasteries.com/product/al-dhaid-blend,SF-500T-T-B,SF-500T-T-B,adult,unisex,"500 g","Arabic Coffee","القهوة العربية","زعفران","حبوب كاملة","UAE"
4fbc5952-eebc-4f67-be36-67a40c427f7f,"خلطـــة الذيـــد - 500 g - هيل و زعفران - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",136.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636412/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_4fbc5952-eebc-4f67-be36-67a40c427f7f.webp,https://thegreenroasteries.com/product/al-dhaid-blend,SF-CA-500G-G-B,SF-CA-500G-G-B,adult,unisex,"500 g","Arabic Coffee","القهوة العربية","هيل و زعفران","حبوب كاملة","UAE"
3d3a63d5-b38e-4c13-9593-8b965492a09b,"خلطـــة الذيـــد - 1 kg - زعفران - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",236.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636423/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_3d3a63d5-b38e-4c13-9593-8b965492a09b.webp,https://thegreenroasteries.com/product/al-dhaid-blend,SF-1KG-T-B,SF-1KG-T-B,adult,unisex,"1 kg","Arabic Coffee","القهوة العربية","زعفران","حبوب كاملة","UAE"
46328681-d4b3-4445-b0eb-b80a85062c9b,"خلطـــة الذيـــد - 500 g - هيل - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",121.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636426/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_46328681-d4b3-4445-b0eb-b80a85062c9b.webp,https://thegreenroasteries.com/product/al-dhaid-blend,AL -500G-T-B,AL -500G-T-B,adult,unisex,"500 g","Arabic Coffee","القهوة العربية","هيل","حبوب كاملة","UAE"
9970cf6b-d01a-4baf-8677-b2b76dfc7b88,"خلطـــة الذيـــد - 250 g - زعفران - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",74.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636427/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_9970cf6b-d01a-4baf-8677-b2b76dfc7b88.webp,https://thegreenroasteries.com/product/al-dhaid-blend,SF-250G-G-B,SF-250G-G-B,adult,unisex,"250 g","Arabic Coffee","القهوة العربية","زعفران","حبوب مطحونة","UAE"
baf05d68-68bc-420a-a6b4-126e2ee3f7e5,"خلطـــة الذيـــد - 500 g - زعفران - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",130.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636429/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_baf05d68-68bc-420a-a6b4-126e2ee3f7e5.webp,https://thegreenroasteries.com/product/al-dhaid-blend,SF-500G-G-B,SF-500G-G-B,adult,unisex,"500 g","Arabic Coffee","القهوة العربية","زعفران","حبوب مطحونة","UAE"
0aeaed08-221b-4e33-9384-2c3380eb7b92,"خلطـــة الذيـــد - 250 g - هيل و زعفران - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",77.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636469/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_0aeaed08-221b-4e33-9384-2c3380eb7b92.webp,https://thegreenroasteries.com/product/al-dhaid-blend,SF-CA-250G-G-B,SF-CA-250G-G-B,adult,unisex,"250 g","Arabic Coffee","القهوة العربية","هيل و زعفران","حبوب كاملة","UAE"
0a8240b2-9e43-499c-b409-f2e0f4e6965c,"خلطـــة الذيـــد - 250 g - هيل - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",67.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636480/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_0a8240b2-9e43-499c-b409-f2e0f4e6965c.webp,https://thegreenroasteries.com/product/al-dhaid-blend,AL -250G-G-B,AL -250G-G-B,adult,unisex,"250 g","Arabic Coffee","القهوة العربية","هيل","حبوب مطحونة","UAE"
2fd51453-8165-4d14-87ed-5a5195826f87,"خلطـــة الذيـــد - 1 kg - هيل - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",233.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636482/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_2fd51453-8165-4d14-87ed-5a5195826f87.webp,https://thegreenroasteries.com/product/al-dhaid-blend,AL -1KG-T-B,AL -1KG-T-B,adult,unisex,"1 kg","Arabic Coffee","القهوة العربية","هيل","حبوب كاملة","UAE"
b0f3219b-be07-4ae5-8d44-c3019f3aa901,"خلطـــة الذيـــد - 250 g - هيل و زعفران - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",77.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636504/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_b0f3219b-be07-4ae5-8d44-c3019f3aa901.webp,https://thegreenroasteries.com/product/al-dhaid-blend,AL -SF-250G-T-B,AL -SF-250G-T-B,adult,unisex,"250 g","Arabic Coffee","القهوة العربية","هيل و زعفران","حبوب مطحونة","UAE"
5e5ab1d8-5eb6-4007-b9cf-a785ed50377e,"خلطـــة الذيـــد - 250 g - زعفران - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",74.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636371/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_5e5ab1d8-5eb6-4007-b9cf-a785ed50377e.webp,https://thegreenroasteries.com/product/al-dhaid-blend,SF-250G-T-B,SF-250G-T-B,adult,unisex,"250 g","Arabic Coffee","القهوة العربية","زعفران","حبوب كاملة","UAE"
c3ccba6c-9da7-40ce-aa5a-7762f9b30030,"خلطـــة الذيـــد - 1 kg - هيل و زعفران - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",245.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636377/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_c3ccba6c-9da7-40ce-aa5a-7762f9b30030.webp,https://thegreenroasteries.com/product/al-dhaid-blend,SF-CA-1KG-T-B,SF-CA-1KG-T-B,adult,unisex,"1 kg","Arabic Coffee","القهوة العربية","هيل و زعفران","حبوب مطحونة","UAE"
5d8739c5-2371-46bc-9fab-00ffefe0dd34,"خلطـــة الذيـــد - 250 g - هيل - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",67.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636402/greenroasteries/variations/variations/ARABICA-Al%20Dhaid%20Blend_var_5d8739c5-2371-46bc-9fab-00ffefe0dd34.webp,https://thegreenroasteries.com/product/al-dhaid-blend,AL -250G-T-B,AL -250G-T-B,adult,unisex,"250 g","Arabic Coffee","القهوة العربية","هيل","حبوب كاملة","UAE"
ba289b9a-6339-4e7b-9c06-f9ae7e6c1dae,"برازيـــل - 500 g - هيل - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",79.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636359/greenroasteries/variations/variations/ARABICA-Brazil_var_ba289b9a-6339-4e7b-9c06-f9ae7e6c1dae.webp,https://thegreenroasteries.com/product/brazil,BR -500G-T-B,BR -500G-T-B,adult,unisex,"500 g","Arabic Coffee","القهوة العربية","هيل","حبوب كاملة","UAE"
faebcf18-7cd2-4bf5-8278-c20a7bc16c5a,"برازيـــل - 1 kg - هيل - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",174.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636373/greenroasteries/variations/variations/ARABICA-Brazil_var_faebcf18-7cd2-4bf5-8278-c20a7bc16c5a.webp,https://thegreenroasteries.com/product/brazil,BR -1KG-G-B,BR -1KG-G-B,adult,unisex,"1 kg","Arabic Coffee","القهوة العربية","هيل","حبوب مطحونة","UAE"
c6c3b5cf-09dd-4940-b658-ac8ac7387ce8,"برازيـــل - 250 g - هيل - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",45.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636416/greenroasteries/variations/variations/ARABICA-Brazil_var_c6c3b5cf-09dd-4940-b658-ac8ac7387ce8.webp,https://thegreenroasteries.com/product/brazil,BR -250G-T-B,BR -250G-T-B,adult,unisex,"250 g","Arabic Coffee","القهوة العربية","هيل","حبوب كاملة","UAE"
120ead2e-03a9-4ec8-8e87-2abccef261c0,"برازيـــل - 250 g - زعفران - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",43.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636519/greenroasteries/variations/variations/ARABICA-Brazil_var_120ead2e-03a9-4ec8-8e87-2abccef261c0.webp,https://thegreenroasteries.com/product/brazil,BR-SF-250G-T-B,BR-SF-250G-T-B,adult,unisex,"250 g","Arabic Coffee","القهوة العربية","زعفران","حبوب كاملة","UAE"
aa382756-5734-48da-98ec-c87524fd6092,"برازيـــل - 500 g - هيل و زعفران - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",96.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636521/greenroasteries/variations/variations/ARABICA-Brazil_var_aa382756-5734-48da-98ec-c87524fd6092.webp,https://thegreenroasteries.com/product/brazil,BR-SF-CAR-500G-G-B,BR-SF-CAR-500G-G-B,adult,unisex,"500 g","Arabic Coffee","القهوة العربية","هيل و زعفران","حبوب مطحونة","UAE"
cdd74ae7-0d0d-405e-91ba-da9708601d4e,"برازيـــل - 1 kg - زعفران - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",156.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636522/greenroasteries/variations/variations/ARABICA-Brazil_var_cdd74ae7-0d0d-405e-91ba-da9708601d4e.webp,https://thegreenroasteries.com/product/brazil,BR-SF-1KG-T-B,BR-SF-1KG-T-B,adult,unisex,"1 kg","Arabic Coffee","القهوة العربية","زعفران","حبوب كاملة","UAE"
27f6b9fe-4823-4253-9794-a30db9c58415,"برازيـــل - 250 g - هيل و زعفران - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",55.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636524/greenroasteries/variations/variations/ARABICA-Brazil_var_27f6b9fe-4823-4253-9794-a30db9c58415.webp,https://thegreenroasteries.com/product/brazil,BR-SF-CAR-250G-G-B,BR-SF-CAR-250G-G-B,adult,unisex,"250 g","Arabic Coffee","القهوة العربية","هيل و زعفران","حبوب كاملة","UAE"
6520488d-84b1-4ec8-b528-612f8afa7fed,"برازيـــل - 500 g - زعفران - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",89.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636525/greenroasteries/variations/variations/ARABICA-Brazil_var_6520488d-84b1-4ec8-b528-612f8afa7fed.webp,https://thegreenroasteries.com/product/brazil,BR-SF-500G-T-B,BR-SF-500G-T-B,adult,unisex,"500 g","Arabic Coffee","القهوة العربية","زعفران","حبوب كاملة","UAE"
e9ca4489-b990-4ef1-8502-e0e97588acc9,"برازيـــل - 500 g - هيل و زعفران - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",96.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636527/greenroasteries/variations/variations/ARABICA-Brazil_var_e9ca4489-b990-4ef1-8502-e0e97588acc9.webp,https://thegreenroasteries.com/product/brazil,BR-SF-CAR-500G-T-B,BR-SF-CAR-500G-T-B,adult,unisex,"500 g","Arabic Coffee","القهوة العربية","هيل و زعفران","حبوب كاملة","UAE"
b3b55b51-6f3f-4edc-93a8-cb116ea6df6c,"برازيـــل - 1 kg - هيل و زعفران - حبوب كاملة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",165.00 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636528/greenroasteries/variations/variations/ARABICA-Brazil_var_b3b55b51-6f3f-4edc-93a8-cb116ea6df6c.webp,https://thegreenroasteries.com/product/brazil,BR-SF-CAR-1KG-T-B,BR-SF-CAR-1KG-T-B,adult,unisex,"1 kg","Arabic Coffee","القهوة العربية","هيل و زعفران","حبوب كاملة","UAE"
a0779d5d-9560-4c75-bed2-4546f5598207,"برازيـــل - 500 g - زعفران - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",89.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636529/greenroasteries/variations/variations/ARABICA-Brazil_var_a0779d5d-9560-4c75-bed2-4546f5598207.webp,https://thegreenroasteries.com/product/brazil,BR-SF-500G-G-B,BR-SF-500G-G-B,adult,unisex,"500 g","Arabic Coffee","القهوة العربية","زعفران","حبوب مطحونة","UAE"
ab3928d1-3847-48dc-bc24-b8723180de0d,"برازيـــل - 500 g - هيل - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",79.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636357/greenroasteries/variations/variations/ARABICA-Brazil_var_ab3928d1-3847-48dc-bc24-b8723180de0d.webp,https://thegreenroasteries.com/product/brazil,BR -500G-G-B,BR -500G-G-B,adult,unisex,"500 g","Arabic Coffee","القهوة العربية","هيل","حبوب مطحونة","UAE"
0c803d31-d17e-436d-8c6a-05a25c16cd1f,"برازيـــل - 250 g - هيل - حبوب مطحونة","نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها،
بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً
إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.",45.95 AED,in stock,new,"المحامص الخضراء","القهوة العربية",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636515/greenroasteries/variations/variations/ARABICA-Brazil_var_0c803d31-d17e-436d-8c6a-05a25c16cd1f.webp,https://thegreenroasteries.com/product/brazil,BR -250G-G-B,BR -250G-G-B,adult,unisex,"250 g","Arabic Coffee","القهوة العربية","هيل","حبوب مطحونة","UAE"
